108.0,-0.0
110.0,-25.0
112.0,-50.0
113.5,-75.0
115.0,-100.0
116.0,-125.0
117.5,-150.0
125.0,-150.0
150.0,-150.0
175.0,-150.0
200.0,-150.0
225.0,-150.0
225.0,-175.0
225.0,-200.0
225.0,-220.0
200.0,-220.0
175.0,-220.0
150.0,-220.0
125.0,-220.0
100.0,-220.0
75.0,-220.0
50.0,-220.0
25.0,-220.0
0.0,-219.5
-25.0,-219.0
-50.0,-217.0
-75.0,-215.0
-100.0,-212.0
-125.0,-209.0
-150.0,-203.0
-158.0,-200.0
-175.0,-190.0
-190.0,-175.0
-203.0,-150.0
-211.0,-125.0
-220.0,-100.0
-225.0,-85.0
-209.0,-85.0
-200.0,-100.0
-182.0,-125.0
-175.0,-132.0
-150.0,-145.0
-125.0,-150.0
-100.0,-150.0
-87.0,-150.0
-87.5,-125.0
-89.0,-100.0
-92.0,-75.0
-95.0,-50.0
-100.0,-25.0
-105.0,-0.0
-113.0,25.0
-122.0,50.0
-136.0,75.0
-152.0,100.0
-170.0,125.0
-186.0,150.0
-189.0,175.0
-178.0,200.0
-175.0,205.0
-150.0,220.0
-125.0,220.0
-100.0,202.0
-85.0,175.0
-77.0,150.0
-73.0,125.0
-70.0,100.0
-67.5,75.0
-65.0,50.0
-62.0,25.0
-60.0,-0.0
-57.0,-25.0
-54.5,-50.0
-51.5,-75.0
-49.0,-100.0
-47.0,-125.0
-45.0,-150.0
-25.0,-150.0
0.0,-150.0
25.0,-150.0
50.0,-150.0
58.0,-150.0
55.0,-125.0
53.0,-100.0
51.0,-75.0
49.0,-50.0
47.0,-25.0
44.5,-0.0
42.0,25.0
40.0,50.0
38.5,75.0
37.5,100.0
37.0,125.0
37.5,150.0
43.0,175.0
49.0,185.0
66.0,200.0
75.0,205.0
100.0,215.0
125.0,218.0
150.0,214.0
175.0,203.0
179.0,200.0
201.5,175.0
213.0,150.0
221.0,125.0
226.5,100.0
227.5,88.0
210.0,88.0
209.0,100.0
200.0,123.0
197.0,125.0
175.0,141.0
150.0,144.0
125.0,134.0
117.0,125.0
109.0,100.0
106.0,75.0
106.0,50.0
106.5,25.0
